dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
12-17-2013 2200,15.6,14
12-17-2013 2300,15.5,14
12-18-2013 0000,14.9,13.3
12-18-2013 0100,14.6,13.3
12-18-2013 0200,14.1,13.7
12-18-2013 0300,14.1,13.1
12-18-2013 0400,13.9,13.2
12-18-2013 0500,13.9,13
12-18-2013 0600,14.9,13
12-18-2013 0700,14.4,12.9
12-18-2013 0800,14.2,12.8
12-18-2013 0900,13.9,12.7
12-18-2013 1000,12.9,12.7
12-18-2013 1100,13.1,12.7
12-18-2013 1200,12.2,12.7
12-18-2013 1300,12,12.6
12-18-2013 1400,12.8,12.7
12-18-2013 1500,13.7,12.8
12-18-2013 1600,16.3,13.4
12-18-2013 1700,17.2,13.3
12-18-2013 1800,17.8,13.9
12-18-2013 1900,17.8,14
12-18-2013 2000,17.7,14.9
12-18-2013 2100,18,15.1
12-18-2013 2200,17.8,15.3
12-18-2013 2300,17.7,15.3
12-19-2013 0000,17,14.7
12-19-2013 0100,17.5,15.2
12-19-2013 0200,17.7,15.2
12-19-2013 0300,16.9,14.6
12-19-2013 0400,17,14.5
12-19-2013 0500,16.5,14.4
12-19-2013 0600,16.8,14.4
12-19-2013 0700,17,14.3
12-19-2013 0800,17,14.2
12-19-2013 0900,17,14.2
12-19-2013 1000,17.4,14.2
12-19-2013 1100,17.3,14.2
12-19-2013 1200,17.8,14.2
12-19-2013 1300,18.2,14.3
12-19-2013 1400,18.1,14.3
12-19-2013 1500,19,14.3
12-19-2013 1600,19.1,14.5
12-19-2013 1700,18.3,14.9
12-19-2013 1800,19.5,15.5
12-19-2013 1900,20.1,15.9
12-19-2013 2000,19.8,16.6
12-19-2013 2100,20,16.9
12-19-2013 2200,19.9,17
12-19-2013 2300,19.1,16.8
12-20-2013 0000,18.2,16.6
12-20-2013 0100,18.4,16.6
12-20-2013 0200,18.2,16.5
12-20-2013 0300,17.9,16.3
12-20-2013 0400,17.6,16.3
12-20-2013 0500,17.5,16.2
12-20-2013 0600,17.4,16.2
12-20-2013 0700,17.1,16.2
12-20-2013 0800,16.7,16.1
12-20-2013 0900,17.3,16.2
12-20-2013 1000,17.3,16.3
12-20-2013 1100,16.6,16.3
12-20-2013 1200,16.8,16
12-20-2013 1300,17.8,16.4
12-20-2013 1400,17.9,16.2
12-20-2013 1500,18.5,16.6
12-20-2013 1600,19.3,16.8
12-20-2013 1700,20.1,17.1
12-20-2013 1800,21.4,17.7
12-20-2013 1900,21.1,18.1
12-20-2013 2000,21,18.5
12-20-2013 2100,19.7,18.6
12-20-2013 2200,19.5,18.7
12-20-2013 2300,19.5,18.6
12-21-2013 0000,19.5,18.5
12-21-2013 0100,18.9,18.4
12-21-2013 0200,18.8,18.3
12-21-2013 0300,18.9,18.2
12-21-2013 0400,18.7,18.2
12-21-2013 0500,19.4,18.1
12-21-2013 0600,19,18.1
12-21-2013 0700,19,18.2
12-21-2013 0800,18.7,18.2
12-21-2013 0900,18.9,18.2
12-21-2013 1000,18.2,18.4
12-21-2013 1100,18.3,18.4
12-21-2013 1200,18.6,18.3
12-21-2013 1300,18.6,18.3
12-21-2013 1400,19.3,18
12-21-2013 1500,19.1,18
12-21-2013 1600,19.8,18.2
12-21-2013 1700,20.2,18.3
12-21-2013 1800,19.8,18.7
12-21-2013 1900,21.5,18.8
12-21-2013 2000,23.7,18.7
12-21-2013 2100,21,18.9
12-21-2013 2200,20.1,19.2
12-21-2013 2300,20,19
12-22-2013 0000,18.1,18.7
12-22-2013 0100,17.3,18.6
12-22-2013 0200,17,18.3
12-22-2013 0300,16.8,18.5
12-22-2013 0400,16.8,18.5
12-22-2013 0500,16.6,18.3
12-22-2013 0600,16.4,18.1
12-22-2013 0700,16.2,18.1
12-22-2013 0800,16.2,18.2
12-22-2013 0900,16.4,17.9
12-22-2013 1000,16.1,17.8
12-22-2013 1100,16.3,17.7
12-22-2013 1200,16.2,17.7
12-22-2013 1300,16.3,17.6
12-22-2013 1400,15.9,17.7
12-22-2013 1500,15.9,17.7
12-22-2013 1600,16.4,17.8
12-22-2013 1700,16.9,18
12-22-2013 1800,18.4,18.1
12-22-2013 1900,18.8,18.2
12-22-2013 2000,18.8,18.4
12-22-2013 2100,18.7,18.6
12-22-2013 2200,18.8,18.4
12-22-2013 2300,17.4,18.1
12-23-2013 0000,16.2,17.6
12-23-2013 0100,15,17.4
12-23-2013 0200,13.5,17.2
12-23-2013 0300,11.9,16.7
12-23-2013 0400,10.8,16
12-23-2013 0500,10,15.3
12-23-2013 0600,8.8,14.8
12-23-2013 0700,7.9,14.8
12-23-2013 0800,7.4,14.6
12-23-2013 0900,6.8,14.3
12-23-2013 1000,6,13.9
12-23-2013 1100,5.8,13.6
12-23-2013 1200,5.5,13.6
12-23-2013 1300,5.1,13.3
12-23-2013 1400,4.9,13
12-23-2013 1500,5.1,12.9
12-23-2013 1600,5.4,12.9
12-23-2013 1700,6.4,13.1
12-23-2013 1800,7.5,13.3
12-23-2013 1900,8.7,13.7
12-23-2013 2000,10.2,13.9
12-23-2013 2100,10.8,14.1
12-23-2013 2200,11.8,14.1
12-23-2013 2300,11.9,13.9
12-24-2013 0000,11.9,13.4
12-24-2013 0100,11.4,13.1
12-24-2013 0200,11.5,13
12-24-2013 0300,11.3,12.9
12-24-2013 0400,11.1,12.5
12-24-2013 0500,10.5,12.3
12-24-2013 0600,10,12.1
12-24-2013 0700,9.5,11.8
12-24-2013 0800,8.8,11.6
12-24-2013 0900,8.4,11.6
12-24-2013 1000,8.2,11.7
12-24-2013 1100,8.3,11.5
12-24-2013 1200,8.4,11.5
12-24-2013 1300,8.4,11.4
12-24-2013 1400,9.1,11.5
12-24-2013 1500,9.5,11.6
12-24-2013 1600,10.9,11.9
12-24-2013 1700,11.9,12.6
12-24-2013 1800,12.6,13.1
12-24-2013 1900,13.2,13.4
12-24-2013 2000,13.6,13.5
12-24-2013 2100,14.2,14
12-24-2013 2200,14.6,14.4
12-24-2013 2300,14.7,13.9
12-25-2013 0000,14,14
12-25-2013 0100,14,14.2
12-25-2013 0200,14.5,14.1
12-25-2013 0300,14.9,13.6
12-25-2013 0400,15.2,13.4
12-25-2013 0500,15.6,13.1
12-25-2013 0600,15.3,13.2
12-25-2013 0700,15.5,13.1
12-25-2013 0800,15.2,13.1
12-25-2013 0900,14.6,12.7
12-25-2013 1000,12.7,13.1
12-25-2013 1100,13,12.6
12-25-2013 1200,12.5,12.3
12-25-2013 1300,12.5,12.1
12-25-2013 1400,12.6,12
12-25-2013 1500,13,12.1
12-25-2013 1600,14,12.5
12-25-2013 1700,14.3,12.8
12-25-2013 1800,18.3,13.2
12-25-2013 1900,18.3,13.7
12-25-2013 2000,17.9,13.4
12-25-2013 2100,16.8,13.5
12-25-2013 2200,15.7,14
12-25-2013 2300,14.5,13.8
12-26-2013 0000,14.2,14.1
12-26-2013 0100,14.3,14.1
12-26-2013 0200,14.7,14
12-26-2013 0300,14.2,13.9
12-26-2013 0400,13.9,13.8
12-26-2013 0500,13.9,13.8
12-26-2013 0600,13.7,13.8
12-26-2013 0700,13.5,13.8
12-26-2013 0800,13.4,13.8
12-26-2013 0900,13.4,13.7
12-26-2013 1000,13,13.6
12-26-2013 1100,13,13.6
12-26-2013 1200,12.4,13.6
12-26-2013 1300,11.8,13.4
12-26-2013 1400,11.8,13.1
12-26-2013 1500,12,13.1
12-26-2013 1600,12.1,13.1
12-26-2013 1700,11.9,13
12-26-2013 1800,11.7,13
12-26-2013 1900,11.6,13
12-26-2013 2000,12.1,13
12-26-2013 2100,12.4,13
12-26-2013 2200,12.3,12.9
12-26-2013 2300,11.7,12.8
12-27-2013 0000,11.7,12.7
12-27-2013 0100,11.2,12.7
12-27-2013 0200,11.5,12.6
12-27-2013 0300,11.4,12.6
12-27-2013 0400,11.1,12.6
12-27-2013 0500,11,12.3
12-27-2013 0600,10.9,12.2
12-27-2013 0700,10.6,12.1
12-27-2013 0800,10.3,12
12-27-2013 0900,10.2,12.1
12-27-2013 1000,10.2,12.2
12-27-2013 1100,10.4,12.2
12-27-2013 1200,10.7,12
12-27-2013 1300,10.4,11.9
12-27-2013 1400,10.4,11.8
12-27-2013 1500,10.7,11.7
12-27-2013 1600,10.9,11.9
12-27-2013 1700,11,12.1
12-27-2013 1800,11.2,12.2
12-27-2013 1900,11.2,12.2
12-27-2013 2000,11.6,12.3
12-27-2013 2100,11.8,12.4
12-27-2013 2200,11.8,12.4
12-27-2013 2300,11.8,12.3
12-28-2013 0000,11.7,12.2
12-28-2013 0100,11.5,12.1
12-28-2013 0200,11.5,11.9
12-28-2013 0300,11.7,11.8
12-28-2013 0400,11.7,11.8
12-28-2013 0500,11.6,11.9
12-28-2013 0600,11.2,11.9
12-28-2013 0700,10.9,11.8
12-28-2013 0800,11.1,11.7
12-28-2013 0900,10.8,11.7
12-28-2013 1000,10.7,11.7
12-28-2013 1100,10.3,11.6
12-28-2013 1200,10.1,11.5
12-28-2013 1300,10,11.4
12-28-2013 1400,9.8,11.3
12-28-2013 1500,10,11.3
12-28-2013 1600,10.2,11.4
12-28-2013 1700,10.2,11.5
12-28-2013 1800,10.6,11.7
12-28-2013 1900,11.1,12.1
12-28-2013 2000,11.6,12.1
12-28-2013 2100,12.4,12.4
12-28-2013 2200,12.4,12.6
12-28-2013 2300,12.2,12.5
12-29-2013 0000,11.8,12.2
12-29-2013 0100,11.4,12.1
12-29-2013 0200,11.4,12.1
12-29-2013 0300,11.4,12
12-29-2013 0400,10.6,11.9
12-29-2013 0500,10.6,11.8
12-29-2013 0600,10.7,11.5
12-29-2013 0700,10.4,11.6
12-29-2013 0800,10.2,11.5
12-29-2013 0900,10.1,11.5
12-29-2013 1000,9.6,11.3
12-29-2013 1100,9.9,11.2
12-29-2013 1200,10.1,11.2
12-29-2013 1300,10.5,11.1
12-29-2013 1400,11.2,11.1
12-29-2013 1500,11.6,11.3
12-29-2013 1600,12,11.7
12-29-2013 1700,12.6,12
12-29-2013 1800,13.8,12.2
12-29-2013 1900,13.7,12.2
12-29-2013 2000,13.7,12.3
12-29-2013 2100,13.9,12.3
12-29-2013 2200,13.8,12.3
12-29-2013 2300,14.2,12.5
12-30-2013 0000,14.3,12.5
12-30-2013 0100,13.9,12.6
12-30-2013 0200,13.7,12.6
12-30-2013 0300,14,12.6
12-30-2013 0400,13.7,12.5
12-30-2013 0500,14.1,12.5
12-30-2013 0600,13.6,12.4
12-30-2013 0700,13.3,12.5
12-30-2013 0800,9.8,12.4
12-30-2013 0900,7.9,12.1
12-30-2013 1000,6.4,11.9
12-30-2013 1100,6.2,11.6
12-30-2013 1200,5.7,11.3
12-30-2013 1300,5.3,11
12-30-2013 1400,5.1,10.9
12-30-2013 1500,5,11
12-30-2013 1600,5.6,10.7
12-30-2013 1700,5.8,10.7
12-30-2013 1800,5.8,10.6
12-30-2013 1900,5,10.4
12-30-2013 2000,5.1,10.1
12-30-2013 2100,6,9.7
12-30-2013 2200,6.3,10
12-30-2013 2300,6.4,9.9
12-31-2013 0000,6.2,9.6
12-31-2013 0100,6.9,9.6
12-31-2013 0200,6.9,9.6
12-31-2013 0300,6.7,9.5
12-31-2013 0400,6.5,9.6
12-31-2013 0500,6.2,9.6
12-31-2013 0600,6.2,9.8
12-31-2013 0700,6,9.7
12-31-2013 0800,6.1,9.2
12-31-2013 0900,5.9,8.8
12-31-2013 1000,6.1,8.5
12-31-2013 1100,5.9,8.4
12-31-2013 1200,5.7,8.3
12-31-2013 1300,5.8,7.9
12-31-2013 1400,5.8,8.1
12-31-2013 1500,6.2,8
12-31-2013 1600,6.1,8.3
12-31-2013 1700,6,8.5
12-31-2013 1800,6.3,8.5
12-31-2013 1900,6,8.7
12-31-2013 2000,6.4,8.9
12-31-2013 2100,6.8,8.9
12-31-2013 2200,6.5,9
12-31-2013 2300,6.7,9
01-01-2014 0000,6.6,9
01-01-2014 0100,6.9,8.8
01-01-2014 0200,6.9,8.9
01-01-2014 0300,7.2,8.7
01-01-2014 0400,7.4,8.8
01-01-2014 0500,8.1,8.7
01-01-2014 0600,8.1,8.6
01-01-2014 0700,8.3,8.6
01-01-2014 0800,8.3,8.8
01-01-2014 0900,8.1,8.8
01-01-2014 1000,8.2,8.8
01-01-2014 1100,8,8.6
01-01-2014 1200,8.1,8.7
01-01-2014 1300,8,8.6
01-01-2014 1400,8.3,8.5
01-01-2014 1500,8.7,8.6
01-01-2014 1600,8.9,8.5
01-01-2014 1700,9.2,8.7
01-01-2014 1800,9.1,8.7
01-01-2014 1900,9.7,9
01-01-2014 2000,9.8,9
01-01-2014 2100,10.3,9.1
01-01-2014 2200,10.6,9.2
01-01-2014 2300,10.7,9.3
01-02-2014 0000,10.9,9.2
01-02-2014 0100,11,9.2
01-02-2014 0200,11.1,9.2
01-02-2014 0300,11.1,9.2
01-02-2014 0400,11.3,9.3
01-02-2014 0500,11.8,9.3
01-02-2014 0600,11.6,9.2
01-02-2014 0700,11.7,9.3
01-02-2014 0800,11.6,9.3
01-02-2014 0900,11.9,9.3
01-02-2014 1000,12.3,9.5
01-02-2014 1100,12.4,9.6
01-02-2014 1200,12.2,9.7
01-02-2014 1300,10.5,9.7
01-02-2014 1400,8.8,9.7
01-02-2014 1500,7.2,9.6
01-02-2014 1600,6.4,9.5
01-02-2014 1700,6.8,9.4
01-02-2014 1800,7.9,9.5
01-02-2014 1900,8.9,9.7
01-02-2014 2000,9.5,10
01-02-2014 2100,10.6,10.1
01-02-2014 2200,10.7,10.2
01-02-2014 2300,10.7,10.2
01-03-2014 0000,10.4,10.1
01-03-2014 0100,9.8,9.9
01-03-2014 0200,9.4,9.7
01-03-2014 0300,9,9.6
01-03-2014 0400,8.5,9.5
01-03-2014 0500,7.7,9.2
01-03-2014 0600,6.4,9.1
01-03-2014 0700,5.7,8.9
01-03-2014 0800,5.3,8.6
01-03-2014 0900,4.9,8.5
01-03-2014 1000,4.5,8.3
01-03-2014 1100,4.2,8.3
01-03-2014 1200,3.9,8
01-03-2014 1300,3.8,7.9
01-03-2014 1400,3.7,7.4
01-03-2014 1500,4.3,7.5
01-03-2014 1600,5.5,7.5
01-03-2014 1700,7,7.8
01-03-2014 1800,8.6,8.4
01-03-2014 1900,10.2,8.5
01-03-2014 2000,10.5,8.9
01-03-2014 2100,10.9,9.4
01-03-2014 2200,11.3,9.5
01-03-2014 2300,11.5,9.6
01-04-2014 0000,11.6,9.6
01-04-2014 0100,12.8,9.5
01-04-2014 0200,12.8,10
01-04-2014 0300,13.3,10
01-04-2014 0400,13.4,9.6
01-04-2014 0500,13.6,9.4
01-04-2014 0600,13.5,9.2
01-04-2014 0700,14.1,9.1
01-04-2014 0800,14.3,9
01-04-2014 0900,14,9
01-04-2014 1000,13.4,9
01-04-2014 1100,13.2,8.9
01-04-2014 1200,13.6,9
01-04-2014 1300,13.7,9.1
01-04-2014 1400,14.2,8.9
01-04-2014 1500,13.2,8.9
01-04-2014 1600,14.4,9.3
01-04-2014 1700,14.6,9.7
01-04-2014 1800,17.8,10.4
01-04-2014 1900,18.3,11
01-04-2014 2000,18.3,11.5
01-04-2014 2100,17.1,12
01-04-2014 2200,17.2,12
01-04-2014 2300,17,12
01-05-2014 0000,16.5,12.2
01-05-2014 0100,15.9,12
01-05-2014 0200,16.3,12
01-05-2014 0300,15.6,11.8
01-05-2014 0400,15.3,11.7
01-05-2014 0500,15.1,11.7
01-05-2014 0600,14.7,11.8
01-05-2014 0700,14.7,11.6
01-05-2014 0800,14.9,11.6
01-05-2014 0900,15.1,11.7
01-05-2014 1000,14.6,11.8
01-05-2014 1100,14.4,11.9
01-05-2014 1200,13.4,11.9
01-05-2014 1300,14.2,11.7
01-05-2014 1400,14.3,11.7
01-05-2014 1500,16.1,11.9
01-05-2014 1600,15.6,12.2
01-05-2014 1700,14.3,12.3
01-05-2014 1800,14.6,12.7
01-05-2014 1900,10.6,12.2
01-05-2014 2000,10.9,12
01-05-2014 2100,12.3,12.5
01-05-2014 2200,12.4,12.4
01-05-2014 2300,11.6,12.2
01-06-2014 0000,10.6,12
01-06-2014 0100,10.3,11.9
01-06-2014 0200,9.8,11.6
01-06-2014 0300,9,11.2
01-06-2014 0400,8,11.3
01-06-2014 0500,6.9,10.6
01-06-2014 0600,5.9,10.3
01-06-2014 0700,5.1,10
01-06-2014 0800,4.4,9.9
01-06-2014 0900,3.7,9.8
01-06-2014 1000,3.3,9.5
01-06-2014 1100,2.4,9.3
01-06-2014 1200,2.2,9.1
01-06-2014 1300,1.6,8.8
01-06-2014 1400,1.1,8.7
01-06-2014 1500,0.4,8.3
01-06-2014 1600,0.3,7.9
01-06-2014 1700,0.4,8
01-06-2014 1800,1,8.1
01-06-2014 1900,1.3,8.1
01-06-2014 2000,1.1,7.4
01-06-2014 2100,1.5,6.6
01-06-2014 2200,1.4,5.8
01-06-2014 2300,1.6,6.4
01-07-2014 0000,1.2,6.5
01-07-2014 0100,1.1,6.9
01-07-2014 0200,1.2,6.9
01-07-2014 0300,0.8,6.1
01-07-2014 0400,0.6,6.9
01-07-2014 0500,0.5,6.8
01-07-2014 0600,0.3,6.7
01-07-2014 0700,0.2,6.5
01-07-2014 0800,-0.2,6.4
01-07-2014 0900,0.3,6.4
01-07-2014 1000,0.4,5.5
01-07-2014 1100,0.7,5.5
01-07-2014 1200,1,5.6
01-07-2014 1300,1.3,5.1
01-07-2014 1400,1.4,5.4
01-07-2014 1500,1.8,5.6
01-07-2014 1600,2.3,4.8
01-07-2014 1700,2.7,4.6
01-07-2014 1800,4.2,4.5
01-07-2014 1900,5.4,5
01-07-2014 2000,7.3,5.5
01-07-2014 2100,7.6,6.1
01-07-2014 2200,10.3,5.8
01-07-2014 2300,10.5,5.9
01-08-2014 0000,10.6,5.4
01-08-2014 0100,11.4,5.8
01-08-2014 0200,11.6,6
01-08-2014 0300,12,5.7
01-08-2014 0400,12.2,5.6
01-08-2014 0500,12.6,5.9
01-08-2014 0600,13,6.4
01-08-2014 0700,13,6.2
01-08-2014 0800,12.8,5.8
01-08-2014 0900,12.9,5.6
01-08-2014 1000,13,5.6
01-08-2014 1100,11.3,5.6
01-08-2014 1200,11,5.6
01-08-2014 1300,11.5,5.7
01-08-2014 1400,10.5,5.7
01-08-2014 1500,10.2,5.8
01-08-2014 1600,11.4,6
01-08-2014 1700,11.9,6.1
01-08-2014 1800,12,6.2
01-08-2014 1900,13.2,6.5
01-08-2014 2000,15.4,7
01-08-2014 2100,15.8,7.7
01-08-2014 2200,15.2,7.9
01-08-2014 2300,15.4,8
01-09-2014 0000,15.2,7.8
01-09-2014 0100,15.3,8
01-09-2014 0200,15.1,8.1
01-09-2014 0300,14.8,8.2
01-09-2014 0400,13.9,8.3
01-09-2014 0500,14.6,8.3
01-09-2014 0600,12.3,8.3
01-09-2014 0700,14.1,8.2
01-09-2014 0800,14.2,8.2
01-09-2014 0900,15.3,8.2
01-09-2014 1000,14.3,8.2
01-09-2014 1100,14.1,8.2
01-09-2014 1200,13.6,8.3
01-09-2014 1300,13.5,8.3
01-09-2014 1400,13.8,8.4
01-09-2014 1500,14.9,8.4
01-09-2014 1600,15.4,8.7
01-09-2014 1700,15.9,8.9
01-09-2014 1800,16.3,8.9
01-09-2014 1900,17,9.2
01-09-2014 2000,16.6,9.6
01-09-2014 2100,16.9,9.8
01-09-2014 2200,16.8,10
01-09-2014 2300,16.7,10.2
01-10-2014 0000,16.2,10.1
01-10-2014 0100,16.7,10.2
01-10-2014 0200,16.4,10.4
01-10-2014 0300,17.3,10.4
01-10-2014 0400,17.3,10.3
01-10-2014 0500,15.9,10.4
01-10-2014 0600,16.4,10.5
01-10-2014 0700,17.1,10.6
01-10-2014 0800,16.7,10.7
01-10-2014 0900,17.1,10.9
01-10-2014 1000,16.7,10.8
01-10-2014 1100,16.6,10.8
01-10-2014 1200,17.3,11
01-10-2014 1300,17.3,11
01-10-2014 1400,16.7,10.9
01-10-2014 1500,15.3,11
01-10-2014 1600,16.9,11.1
01-10-2014 1700,17.4,11.4
01-10-2014 1800,18.1,11.7
01-10-2014 1900,18.4,12
01-10-2014 2000,19.8,12.4
01-10-2014 2100,19.8,12.8
01-10-2014 2200,19.9,13.2
01-10-2014 2300,19.1,13.6
01-11-2014 0000,17.8,13.3
01-11-2014 0100,16.7,13.2
01-11-2014 0200,16.6,13.1
01-11-2014 0300,16.2,13
01-11-2014 0400,15.9,12.8
01-11-2014 0500,16.4,12.7
01-11-2014 0600,15.6,12.7
01-11-2014 0700,14.8,12.7
01-11-2014 0800,14.5,12.5
01-11-2014 0900,14.2,12.4
01-11-2014 1000,14,12.4
01-11-2014 1100,13.5,12.4
01-11-2014 1200,12.9,12.3
01-11-2014 1300,13.4,12.2
01-11-2014 1400,13.3,12.2
01-11-2014 1500,14.4,12.3
01-11-2014 1600,14.5,12.6
01-11-2014 1700,15.2,12.8
01-11-2014 1800,16.7,13.2
01-11-2014 1900,18.3,13.8
01-11-2014 2000,19.6,14.4
01-11-2014 2100,19.6,14.9
01-11-2014 2200,19.4,15.1
01-11-2014 2300,17.1,15.3
01-12-2014 0000,15.3,14.9
01-12-2014 0100,15.8,14.6
01-12-2014 0200,16.8,14.7
01-12-2014 0300,15.8,14.7
01-12-2014 0400,14.8,14.6
01-12-2014 0500,15,14.5
01-12-2014 0600,13.4,14.4
01-12-2014 0700,13.6,14.3
01-12-2014 0800,13.5,14.1
01-12-2014 0900,13.3,14
01-12-2014 1000,13.5,13.9
01-12-2014 1100,14.8,13.7
01-12-2014 1200,15.2,13.7
01-12-2014 1300,13.8,13.5
01-12-2014 1400,14.7,13.3
01-12-2014 1500,16.4,13.3
01-12-2014 1600,17.6,13.5
01-12-2014 1700,19.9,13.9
01-12-2014 1800,19.3,14.4
01-12-2014 1900,20.3,14.6
01-12-2014 2000,19.1,14.8
01-12-2014 2100,19.5,15
01-12-2014 2200,18.6,15.1
01-12-2014 2300,18,15.1
01-13-2014 0000,18.1,15.1
01-13-2014 0100,17.5,15
01-13-2014 0200,17.3,15.1
01-13-2014 0300,17.5,15
01-13-2014 0400,18.1,15.1
01-13-2014 0500,18.9,15.1
01-13-2014 0600,18.6,15.2
01-13-2014 0700,18.9,15.3
01-13-2014 0800,18,15.2
01-13-2014 0900,17,15.2
01-13-2014 1000,16.7,15.2
01-13-2014 1100,16.7,15.1
01-13-2014 1200,16.7,15.1
01-13-2014 1300,16.2,15
01-13-2014 1400,15.8,15
01-13-2014 1500,16.2,15
01-13-2014 1600,17.9,15.4
01-13-2014 1700,18.7,15.7
01-13-2014 1800,19.5,16
01-13-2014 1900,19.9,16.7
01-13-2014 2000,20,17
01-13-2014 2100,19.7,17.2
01-13-2014 2200,19.2,17
01-13-2014 2300,19.4,17
01-14-2014 0000,18.4,16.8
01-14-2014 0100,17.6,16.6
01-14-2014 0200,15.9,16.4
01-14-2014 0300,15.8,16.2
01-14-2014 0400,15.2,16
01-14-2014 0500,15.2,15.8
01-14-2014 0600,14.5,15.7
01-14-2014 0700,14.5,15.5
01-14-2014 0800,13.3,15.3
01-14-2014 0900,12.4,15
01-14-2014 1000,12.9,14.8
01-14-2014 1100,12.1,14.7
01-14-2014 1200,9.4,14.8
